temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
41.3,37.9,2.4,6.0,0.0,2171-06-16,Zone 2,0.7,167.73,493.56,['innondation']
41.3,37.9,2.4,6.0,0.0,2171-06-16,Zone 3,0.88,242.36,449.52,['seisme']
41.3,37.9,2.4,6.0,0.0,2171-06-16,Zone 4,0.66,118.17,243.12,['innondation']
41.3,37.9,2.4,6.0,0.0,2171-06-16,Zone 5,0.42,196.97,284.59,aucun
9.4,31.4,3.1,6.3,0.0,2170-07-16,Zone 1,0.59,267.65,541.38,aucun
9.4,31.4,3.1,6.3,0.0,2170-07-16,Zone 2,0.99,155.61,146.46,aucun
9.4,31.4,3.1,6.3,0.0,2170-07-16,Zone 3,0.65,275.31,256.87,['seisme']
9.4,31.4,3.1,6.3,0.0,2170-07-16,Zone 4,0.67,169.94,517.13,['innondation']
9.4,31.4,3.1,6.3,0.0,2170-07-16,Zone 5,0.62,151.37,923.11,aucun
40.4,29.6,2.2,6.8,0.0,2171-07-16,Zone 1,0.8,243.78,343.56,aucun
40.4,29.6,2.2,6.8,0.0,2171-07-16,Zone 2,0.95,219.3,681.64,['innondation']
40.4,29.6,2.2,6.8,0.0,2171-07-16,Zone 3,0.92,272.73,535.8,['seisme']
40.4,29.6,2.2,6.8,0.0,2171-07-16,Zone 4,0.38,178.08,46.88,['innondation']
40.4,29.6,2.2,6.8,0.0,2171-07-16,Zone 5,0.65,194.36,122.96,aucun
36.3,41.9,5.0,11.3,0.0,2171-08-16,Zone 1,0.54,156.29,502.33,aucun
36.3,41.9,5.0,11.3,0.0,2171-08-16,Zone 2,0.68,257.28,301.47,['innondation']
36.3,41.9,5.0,11.3,0.0,2171-08-16,Zone 3,0.72,239.32,549.15,['seisme']
36.3,41.9,5.0,11.3,0.0,2171-08-16,Zone 4,0.46,195.95,664.01,['innondation']
36.3,41.9,5.0,11.3,0.0,2171-08-16,Zone 5,0.62,179.67,456.45,aucun
36.2,42.5,7.8,19.0,0.0,2171-09-16,Zone 1,0.54,214.36,310.84,aucun
36.2,42.5,7.8,19.0,0.0,2171-09-16,Zone 2,0.64,175.89,979.51,aucun
36.2,42.5,7.8,19.0,0.0,2171-09-16,Zone 3,0.64,192.84,113.83,aucun
36.2,42.5,7.8,19.0,0.0,2171-09-16,Zone 4,0.66,172.11,245.95,['innondation']
36.2,42.5,7.8,19.0,0.0,2171-09-16,Zone 5,0.57,122.0,859.78,['innondation']
8.8,66.4,4.0,5.2,0.0,2170-01-17,Zone 1,0.59,210.58,737.4,aucun
8.8,66.4,4.0,5.2,0.0,2170-01-17,Zone 2,0.65,176.52,594.84,['innondation']
8.8,66.4,4.0,5.2,0.0,2170-01-17,Zone 3,0.78,184.85,163.8,aucun
8.8,66.4,4.0,5.2,0.0,2170-01-17,Zone 4,0.61,168.61,172.79,['innondation']
8.8,66.4,4.0,5.2,0.0,2170-01-17,Zone 5,0.67,195.76,293.91,aucun
9.4,78.2,3.6,5.4,0.0,2171-01-17,Zone 1,0.65,231.44,767.79,['seisme']
9.4,78.2,3.6,5.4,0.0,2171-01-17,Zone 2,0.54,225.67,899.11,['innondation']
9.4,78.2,3.6,5.4,0.0,2171-01-17,Zone 3,0.52,212.4,680.61,aucun
9.4,78.2,3.6,5.4,0.0,2171-01-17,Zone 4,0.65,197.74,740.83,['innondation']
9.4,78.2,3.6,5.4,0.0,2171-01-17,Zone 5,0.54,103.4,875.98,['innondation']
17.6,65.5,3.5,7.7,0.0,2170-10-17,Zone 1,0.67,243.65,317.74,['seisme']
17.6,65.5,3.5,7.7,0.0,2170-10-17,Zone 2,0.68,162.1,192.78,['innondation']
17.6,65.5,3.5,7.7,0.0,2170-10-17,Zone 3,0.91,191.42,636.87,aucun
17.6,65.5,3.5,7.7,0.0,2170-10-17,Zone 4,0.35,122.09,918.28,['innondation']
17.6,65.5,3.5,7.7,0.0,2170-10-17,Zone 5,0.53,120.01,725.45,aucun
14.0,55.1,5.5,14.0,0.0,2171-10-17,Zone 1,0.66,264.79,705.25,['seisme']
14.0,55.1,5.5,14.0,0.0,2171-10-17,Zone 2,0.59,214.82,881.06,['innondation']
14.0,55.1,5.5,14.0,0.0,2171-10-17,Zone 3,0.82,297.83,42.27,['seisme']
14.0,55.1,5.5,14.0,0.0,2171-10-17,Zone 4,0.38,177.69,503.26,['innondation']
14.0,55.1,5.5,14.0,0.0,2171-10-17,Zone 5,0.45,118.06,97.52,aucun
17.3,75.2,8.4,13.4,0.0,2170-11-17,Zone 1,0.54,268.53,129.55,aucun
17.3,75.2,8.4,13.4,0.0,2170-11-17,Zone 2,0.88,261.83,696.15,['seisme']
17.3,75.2,8.4,13.4,0.0,2170-11-17,Zone 3,0.65,203.4,609.3,['seisme']
17.3,75.2,8.4,13.4,0.0,2170-11-17,Zone 4,0.41,128.16,307.58,['innondation']
17.3,75.2,8.4,13.4,0.0,2170-11-17,Zone 5,0.4,127.31,333.25,['innondation']
22.6,75.4,8.4,13.2,0.0,2171-11-17,Zone 1,1.0,187.42,751.89,aucun
22.6,75.4,8.4,13.2,0.0,2171-11-17,Zone 2,0.64,151.65,776.18,['innondation']
22.6,75.4,8.4,13.2,0.0,2171-11-17,Zone 3,0.81,294.61,614.86,['seisme']
22.6,75.4,8.4,13.2,0.0,2171-11-17,Zone 4,0.45,127.65,901.43,['innondation']
22.6,75.4,8.4,13.2,0.0,2171-11-17,Zone 5,0.65,157.05,405.23,['innondation']
13.1,59.3,6.4,18.0,0.0,2170-12-17,Zone 1,0.98,270.94,247.33,aucun
13.1,59.3,6.4,18.0,0.0,2170-12-17,Zone 2,0.59,232.77,378.41,['innondation']
13.1,59.3,6.4,18.0,0.0,2170-12-17,Zone 3,0.74,221.61,62.49,['seisme']
13.1,59.3,6.4,18.0,0.0,2170-12-17,Zone 4,0.58,136.17,555.46,['innondation']
13.1,59.3,6.4,18.0,0.0,2170-12-17,Zone 5,0.39,148.03,688.97,aucun
15.3,68.2,3.6,4.1,0.0,2171-12-17,Zone 1,0.69,180.75,522.98,aucun
15.3,68.2,3.6,4.1,0.0,2171-12-17,Zone 2,0.6,201.83,399.94,['innondation']
15.3,68.2,3.6,4.1,0.0,2171-12-17,Zone 3,0.52,157.49,68.87,aucun
15.3,68.2,3.6,4.1,0.0,2171-12-17,Zone 4,0.64,170.08,362.57,['innondation']
15.3,68.2,3.6,4.1,0.0,2171-12-17,Zone 5,0.39,131.06,44.82,['innondation']
15.2,57.6,5.5,8.5,0.0,2170-02-17,Zone 1,0.89,208.07,113.61,['seisme']
15.2,57.6,5.5,8.5,0.0,2170-02-17,Zone 2,0.75,261.22,387.85,['seisme']
15.2,57.6,5.5,8.5,0.0,2170-02-17,Zone 3,0.95,251.71,16.94,['seisme']
15.2,57.6,5.5,8.5,0.0,2170-02-17,Zone 4,0.39,160.63,105.9,aucun
15.2,57.6,5.5,8.5,0.0,2170-02-17,Zone 5,0.54,100.92,815.15,aucun
21.4,63.1,11.7,16.9,0.0,2171-02-17,Zone 1,0.72,173.48,599.33,aucun
21.4,63.1,11.7,16.9,0.0,2171-02-17,Zone 2,0.81,274.53,123.22,"['innondation', 'seisme']"
21.4,63.1,11.7,16.9,0.0,2171-02-17,Zone 3,0.91,228.55,296.91,aucun
21.4,63.1,11.7,16.9,0.0,2171-02-17,Zone 4,0.48,185.74,23.1,['innondation']
21.4,63.1,11.7,16.9,0.0,2171-02-17,Zone 5,0.55,125.9,307.53,['innondation']
20.0,52.2,9.6,20.3,0.0,2170-03-17,Zone 1,0.6,234.85,6.24,aucun
20.0,52.2,9.6,20.3,0.0,2170-03-17,Zone 2,0.59,166.6,631.72,['innondation']
20.0,52.2,9.6,20.3,0.0,2170-03-17,Zone 3,0.61,295.81,760.25,['seisme']
20.0,52.2,9.6,20.3,0.0,2170-03-17,Zone 4,0.51,133.07,49.1,['innondation']
20.0,52.2,9.6,20.3,0.0,2170-03-17,Zone 5,0.53,141.0,690.3,['innondation']
18.3,69.3,5.0,8.5,0.0,2171-03-17,Zone 1,0.63,294.32,564.48,aucun
18.3,69.3,5.0,8.5,0.0,2171-03-17,Zone 2,0.55,239.18,183.35,['innondation']
18.3,69.3,5.0,8.5,0.0,2171-03-17,Zone 3,0.9,179.05,458.21,aucun
18.3,69.3,5.0,8.5,0.0,2171-03-17,Zone 4,0.58,164.8,290.88,aucun
18.3,69.3,5.0,8.5,0.0,2171-03-17,Zone 5,0.7,159.05,15.73,aucun
15.1,37.8,10.3,17.4,0.0,2170-04-17,Zone 1,0.79,224.35,474.51,['seisme']
15.1,37.8,10.3,17.4,0.0,2170-04-17,Zone 2,0.63,285.94,17.83,"['innondation', 'seisme']"
15.1,37.8,10.3,17.4,0.0,2170-04-17,Zone 3,0.99,218.02,530.39,aucun
15.1,37.8,10.3,17.4,0.0,2170-04-17,Zone 4,0.61,197.95,343.49,['innondation']
15.1,37.8,10.3,17.4,0.0,2170-04-17,Zone 5,0.55,198.47,656.26,aucun
22.2,61.3,7.9,14.3,0.0,2171-04-17,Zone 1,0.57,170.9,707.0,aucun
22.2,61.3,7.9,14.3,0.0,2171-04-17,Zone 2,0.81,158.21,830.5,aucun
22.2,61.3,7.9,14.3,0.0,2171-04-17,Zone 3,0.8,292.04,309.2,['seisme']
22.2,61.3,7.9,14.3,0.0,2171-04-17,Zone 4,0.32,153.5,826.9,['innondation']
22.2,61.3,7.9,14.3,0.0,2171-04-17,Zone 5,0.54,186.94,94.73,['innondation']
23.9,57.2,12.9,21.2,0.0,2170-05-17,Zone 1,0.86,209.38,795.41,['seisme']
23.9,57.2,12.9,21.2,0.0,2170-05-17,Zone 2,0.6,162.73,844.35,['innondation']
23.9,57.2,12.9,21.2,0.0,2170-05-17,Zone 3,0.63,204.94,364.33,aucun
23.9,57.2,12.9,21.2,0.0,2170-05-17,Zone 4,0.65,197.69,425.54,['innondation']
23.9,57.2,12.9,21.2,0.0,2170-05-17,Zone 5,0.69,157.32,371.22,['innondation']
28.9,42.9,3.6,8.1,0.0,2171-05-17,Zone 1,0.61,254.69,174.55,['seisme']
28.9,42.9,3.6,8.1,0.0,2171-05-17,Zone 2,0.65,196.68,252.65,['innondation']
28.9,42.9,3.6,8.1,0.0,2171-05-17,Zone 3,0.93,152.26,91.74,aucun
28.9,42.9,3.6,8.1,0.0,2171-05-17,Zone 4,0.33,127.5,473.13,['innondation']
28.9,42.9,3.6,8.1,0.0,2171-05-17,Zone 5,0.34,132.92,350.11,['innondation']
36.7,59.1,4.2,12.0,0.1,2170-06-17,Zone 1,0.96,257.03,62.67,['seisme']
36.7,59.1,4.2,12.0,0.1,2170-06-17,Zone 2,0.6,213.24,920.47,['innondation']
36.7,59.1,4.2,12.0,0.1,2170-06-17,Zone 3,0.64,162.56,265.86,aucun
36.7,59.1,4.2,12.0,0.1,2170-06-17,Zone 4,0.52,114.37,377.39,['innondation']
36.7,59.1,4.2,12.0,0.1,2170-06-17,Zone 5,0.56,174.49,350.79,aucun
44.4,30.0,2.2,5.5,0.0,2171-06-17,Zone 1,0.7,186.96,282.83,aucun
44.4,30.0,2.2,5.5,0.0,2171-06-17,Zone 2,0.91,196.86,300.87,['innondation']
44.4,30.0,2.2,5.5,0.0,2171-06-17,Zone 3,0.98,197.65,289.68,aucun
44.4,30.0,2.2,5.5,0.0,2171-06-17,Zone 4,0.56,120.22,86.54,['innondation']
44.4,30.0,2.2,5.5,0.0,2171-06-17,Zone 5,0.49,127.45,225.12,['innondation']
19.9,28.0,3.8,7.4,0.0,2170-07-17,Zone 1,0.67,155.16,336.11,aucun
19.9,28.0,3.8,7.4,0.0,2170-07-17,Zone 2,0.65,284.39,852.61,"['innondation', 'seisme']"
19.9,28.0,3.8,7.4,0.0,2170-07-17,Zone 3,0.71,266.76,130.4,['seisme']
19.9,28.0,3.8,7.4,0.0,2170-07-17,Zone 4,0.35,112.13,511.98,['innondation']
19.9,28.0,3.8,7.4,0.0,2170-07-17,Zone 5,0.36,101.72,910.15,['innondation']
42.5,30.1,2.8,7.4,0.0,2171-07-17,Zone 1,0.8,282.07,737.58,['seisme']
42.5,30.1,2.8,7.4,0.0,2171-07-17,Zone 2,0.82,192.02,656.02,aucun
42.5,30.1,2.8,7.4,0.0,2171-07-17,Zone 3,0.86,286.62,480.26,['seisme']
42.5,30.1,2.8,7.4,0.0,2171-07-17,Zone 4,0.51,125.72,410.06,['innondation']
42.5,30.1,2.8,7.4,0.0,2171-07-17,Zone 5,0.38,199.5,769.37,aucun
33.8,48.9,6.6,12.8,0.0,2171-08-17,Zone 1,0.74,271.76,351.22,aucun
33.8,48.9,6.6,12.8,0.0,2171-08-17,Zone 2,0.81,171.18,72.44,aucun
33.8,48.9,6.6,12.8,0.0,2171-08-17,Zone 3,0.56,190.14,498.47,aucun
33.8,48.9,6.6,12.8,0.0,2171-08-17,Zone 4,0.31,153.79,71.48,['innondation']
33.8,48.9,6.6,12.8,0.0,2171-08-17,Zone 5,0.67,159.25,937.91,['innondation']
33.2,45.3,2.9,6.4,0.0,2170-09-17,Zone 1,0.82,185.32,217.35,aucun
33.2,45.3,2.9,6.4,0.0,2170-09-17,Zone 2,0.97,247.3,891.82,['seisme']
33.2,45.3,2.9,6.4,0.0,2170-09-17,Zone 3,0.69,176.73,259.39,aucun
33.2,45.3,2.9,6.4,0.0,2170-09-17,Zone 4,0.54,184.1,527.77,['innondation']
33.2,45.3,2.9,6.4,0.0,2170-09-17,Zone 5,0.37,176.58,118.2,['innondation']
32.4,34.2,3.1,9.4,0.0,2171-09-17,Zone 1,0.67,298.02,595.0,['seisme']
32.4,34.2,3.1,9.4,0.0,2171-09-17,Zone 2,0.91,198.14,132.74,['innondation']
32.4,34.2,3.1,9.4,0.0,2171-09-17,Zone 3,0.85,266.4,505.91,['seisme']
32.4,34.2,3.1,9.4,0.0,2171-09-17,Zone 4,0.44,174.32,787.16,['innondation']
32.4,34.2,3.1,9.4,0.0,2171-09-17,Zone 5,0.49,132.83,381.46,['innondation']
13.4,66.9,2.9,2.6,0.0,2170-01-18,Zone 1,0.74,241.64,32.3,['seisme']
13.4,66.9,2.9,2.6,0.0,2170-01-18,Zone 2,0.56,283.94,361.2,['innondation']
13.4,66.9,2.9,2.6,0.0,2170-01-18,Zone 3,0.75,284.2,624.58,['seisme']
13.4,66.9,2.9,2.6,0.0,2170-01-18,Zone 4,0.55,180.8,391.31,['innondation']
13.4,66.9,2.9,2.6,0.0,2170-01-18,Zone 5,0.47,132.58,98.62,['innondation']
6.4,78.8,4.0,4.7,0.0,2171-01-18,Zone 1,0.78,232.68,5.29,aucun
6.4,78.8,4.0,4.7,0.0,2171-01-18,Zone 2,0.92,268.31,299.08,['seisme']
6.4,78.8,4.0,4.7,0.0,2171-01-18,Zone 3,0.6,152.27,588.8,aucun
6.4,78.8,4.0,4.7,0.0,2171-01-18,Zone 4,0.6,132.38,899.68,['innondation']
6.4,78.8,4.0,4.7,0.0,2171-01-18,Zone 5,0.51,102.64,284.44,aucun
23.2,52.5,3.7,7.7,0.0,2170-10-18,Zone 1,0.66,258.31,546.58,['seisme']
23.2,52.5,3.7,7.7,0.0,2170-10-18,Zone 2,0.89,258.06,994.96,['innondation']
23.2,52.5,3.7,7.7,0.0,2170-10-18,Zone 3,0.89,178.36,387.1,aucun
23.2,52.5,3.7,7.7,0.0,2170-10-18,Zone 4,0.59,107.18,622.51,['innondation']
23.2,52.5,3.7,7.7,0.0,2170-10-18,Zone 5,0.53,107.65,845.24,['innondation']
31.2,55.1,5.6,17.6,0.0,2171-10-18,Zone 1,0.91,259.28,531.08,['seisme']
31.2,55.1,5.6,17.6,0.0,2171-10-18,Zone 2,0.91,287.94,696.92,aucun
31.2,55.1,5.6,17.6,0.0,2171-10-18,Zone 3,0.76,196.63,10.03,aucun
31.2,55.1,5.6,17.6,0.0,2171-10-18,Zone 4,0.57,162.45,603.15,aucun
31.2,55.1,5.6,17.6,0.0,2171-10-18,Zone 5,0.33,176.01,117.39,['innondation']
17.1,63.3,4.4,5.6,0.0,2170-11-18,Zone 1,0.85,155.04,240.07,aucun
17.1,63.3,4.4,5.6,0.0,2170-11-18,Zone 2,0.67,155.87,89.16,['innondation']
17.1,63.3,4.4,5.6,0.0,2170-11-18,Zone 3,0.78,216.67,199.75,aucun
17.1,63.3,4.4,5.6,0.0,2170-11-18,Zone 4,0.52,180.7,214.48,['innondation']
17.1,63.3,4.4,5.6,0.0,2170-11-18,Zone 5,0.33,117.82,437.24,aucun
13.0,68.1,4.7,7.4,0.0,2170-12-18,Zone 1,0.54,209.02,413.22,aucun
13.0,68.1,4.7,7.4,0.0,2170-12-18,Zone 2,0.73,244.21,838.16,"['innondation', 'seisme']"
13.0,68.1,4.7,7.4,0.0,2170-12-18,Zone 3,0.58,206.14,317.79,aucun
13.0,68.1,4.7,7.4,0.0,2170-12-18,Zone 4,0.63,180.48,197.54,aucun
13.0,68.1,4.7,7.4,0.0,2170-12-18,Zone 5,0.59,174.5,41.51,['innondation']
16.0,64.3,5.4,14.0,0.0,2171-12-18,Zone 1,0.73,200.86,538.17,aucun
16.0,64.3,5.4,14.0,0.0,2171-12-18,Zone 2,0.54,202.9,168.39,['innondation']
16.0,64.3,5.4,14.0,0.0,2171-12-18,Zone 3,0.51,239.96,715.95,aucun
16.0,64.3,5.4,14.0,0.0,2171-12-18,Zone 4,0.38,129.49,55.47,['innondation']
16.0,64.3,5.4,14.0,0.0,2171-12-18,Zone 5,0.52,135.2,596.76,aucun
14.9,61.1,7.1,21.4,0.0,2170-02-18,Zone 1,0.77,214.89,525.19,['seisme']
14.9,61.1,7.1,21.4,0.0,2170-02-18,Zone 2,0.76,173.35,66.86,['innondation']
14.9,61.1,7.1,21.4,0.0,2170-02-18,Zone 3,0.75,152.62,339.05,aucun
14.9,61.1,7.1,21.4,0.0,2170-02-18,Zone 4,0.43,128.52,814.78,['innondation']
14.9,61.1,7.1,21.4,0.0,2170-02-18,Zone 5,0.46,143.86,245.91,aucun
15.2,70.8,5.8,9.1,0.0,2171-02-18,Zone 1,1.0,260.76,497.58,aucun
15.2,70.8,5.8,9.1,0.0,2171-02-18,Zone 2,0.68,277.3,257.73,"['innondation', 'seisme']"
15.2,70.8,5.8,9.1,0.0,2171-02-18,Zone 3,0.7,189.46,774.0,aucun
15.2,70.8,5.8,9.1,0.0,2171-02-18,Zone 4,0.32,156.03,511.85,aucun
15.2,70.8,5.8,9.1,0.0,2171-02-18,Zone 5,0.35,183.68,868.67,['innondation']
13.1,54.1,4.9,12.2,0.0,2170-03-18,Zone 1,0.83,288.47,380.44,['seisme']
13.1,54.1,4.9,12.2,0.0,2170-03-18,Zone 2,0.68,269.04,863.51,aucun
13.1,54.1,4.9,12.2,0.0,2170-03-18,Zone 3,0.72,210.96,164.26,['seisme']
13.1,54.1,4.9,12.2,0.0,2170-03-18,Zone 4,0.61,176.79,837.5,aucun
13.1,54.1,4.9,12.2,0.0,2170-03-18,Zone 5,0.68,182.05,94.64,aucun
17.5,62.9,6.0,7.2,0.0,2171-03-18,Zone 1,0.72,161.99,232.53,aucun
17.5,62.9,6.0,7.2,0.0,2171-03-18,Zone 2,0.51,219.49,362.1,['innondation']
17.5,62.9,6.0,7.2,0.0,2171-03-18,Zone 3,0.66,153.35,636.38,aucun
17.5,62.9,6.0,7.2,0.0,2171-03-18,Zone 4,0.59,121.01,310.72,['innondation']
17.5,62.9,6.0,7.2,0.0,2171-03-18,Zone 5,0.36,184.02,85.26,aucun
18.1,44.2,7.4,13.6,0.0,2170-04-18,Zone 1,0.82,269.02,97.51,aucun
18.1,44.2,7.4,13.6,0.0,2170-04-18,Zone 2,0.77,214.18,458.59,['seisme']
18.1,44.2,7.4,13.6,0.0,2170-04-18,Zone 3,0.59,191.85,792.31,aucun
18.1,44.2,7.4,13.6,0.0,2170-04-18,Zone 4,0.35,118.0,976.5,['innondation']
18.1,44.2,7.4,13.6,0.0,2170-04-18,Zone 5,0.6,185.61,876.58,['innondation']
19.4,67.8,6.9,12.3,0.0,2171-04-18,Zone 1,0.65,248.78,414.79,['seisme']
19.4,67.8,6.9,12.3,0.0,2171-04-18,Zone 2,0.84,167.55,173.11,['innondation']
19.4,67.8,6.9,12.3,0.0,2171-04-18,Zone 3,0.92,211.79,542.22,['seisme']
19.4,67.8,6.9,12.3,0.0,2171-04-18,Zone 4,0.57,102.23,91.35,['innondation']
19.4,67.8,6.9,12.3,0.0,2171-04-18,Zone 5,0.63,175.44,705.96,aucun
23.1,61.8,5.2,10.2,0.0,2170-05-18,Zone 1,0.51,204.37,486.38,aucun
23.1,61.8,5.2,10.2,0.0,2170-05-18,Zone 2,0.84,240.57,221.21,aucun
23.1,61.8,5.2,10.2,0.0,2170-05-18,Zone 3,0.66,242.87,62.17,['seisme']
23.1,61.8,5.2,10.2,0.0,2170-05-18,Zone 4,0.37,115.74,909.42,['innondation']
23.1,61.8,5.2,10.2,0.0,2170-05-18,Zone 5,0.32,185.96,712.29,['innondation']
36.1,38.2,4.2,10.0,0.0,2171-05-18,Zone 1,0.87,294.88,88.01,aucun
36.1,38.2,4.2,10.0,0.0,2171-05-18,Zone 2,0.6,247.86,650.34,['innondation']
36.1,38.2,4.2,10.0,0.0,2171-05-18,Zone 3,0.72,172.96,106.86,aucun
36.1,38.2,4.2,10.0,0.0,2171-05-18,Zone 4,0.49,147.16,120.55,['innondation']
36.1,38.2,4.2,10.0,0.0,2171-05-18,Zone 5,0.55,174.89,553.07,['innondation']
2.0,32.0,2.5,7.2,0.0,2170-06-18,Zone 1,0.91,159.05,787.33,aucun
2.0,32.0,2.5,7.2,0.0,2170-06-18,Zone 2,0.78,262.04,178.4,['innondation']
2.0,32.0,2.5,7.2,0.0,2170-06-18,Zone 3,0.5,199.88,12.02,aucun
2.0,32.0,2.5,7.2,0.0,2170-06-18,Zone 4,0.38,110.78,54.7,['innondation']
2.0,32.0,2.5,7.2,0.0,2170-06-18,Zone 5,0.54,153.28,323.13,['innondation']
42.2,33.1,4.0,15.4,0.0,2171-06-18,Zone 1,0.67,289.52,773.67,['seisme']
42.2,33.1,4.0,15.4,0.0,2171-06-18,Zone 2,0.92,252.92,207.24,"['innondation', 'seisme']"
42.2,33.1,4.0,15.4,0.0,2171-06-18,Zone 3,0.8,187.7,111.45,aucun
42.2,33.1,4.0,15.4,0.0,2171-06-18,Zone 4,0.68,157.09,382.15,['innondation']
42.2,33.1,4.0,15.4,0.0,2171-06-18,Zone 5,0.49,167.65,667.69,['innondation']
40.8,41.4,6.9,14.3,0.0,2170-07-18,Zone 1,0.81,196.3,790.06,aucun
40.8,41.4,6.9,14.3,0.0,2170-07-18,Zone 2,0.61,160.6,734.8,aucun
40.8,41.4,6.9,14.3,0.0,2170-07-18,Zone 3,0.94,184.08,465.53,aucun
40.8,41.4,6.9,14.3,0.0,2170-07-18,Zone 4,0.53,142.05,977.11,['innondation']
40.8,41.4,6.9,14.3,0.0,2170-07-18,Zone 5,0.56,116.0,228.01,['innondation']
44.0,25.5,5.2,20.7,0.0,2171-07-18,Zone 1,0.55,226.23,25.09,aucun
44.0,25.5,5.2,20.7,0.0,2171-07-18,Zone 2,0.85,188.29,864.63,aucun
44.0,25.5,5.2,20.7,0.0,2171-07-18,Zone 3,0.69,256.23,291.45,['seisme']
44.0,25.5,5.2,20.7,0.0,2171-07-18,Zone 4,0.44,109.23,871.09,['innondation']
44.0,25.5,5.2,20.7,0.0,2171-07-18,Zone 5,0.58,193.27,73.74,['innondation']
34.5,53.5,10.8,18.7,0.0,2171-08-18,Zone 1,0.72,293.52,495.04,aucun
34.5,53.5,10.8,18.7,0.0,2171-08-18,Zone 2,0.96,271.18,355.98,"['innondation', 'seisme']"
34.5,53.5,10.8,18.7,0.0,2171-08-18,Zone 3,0.54,189.46,380.37,aucun
34.5,53.5,10.8,18.7,0.0,2171-08-18,Zone 4,0.49,196.09,964.4,['innondation']
34.5,53.5,10.8,18.7,0.0,2171-08-18,Zone 5,0.33,180.64,336.61,['innondation']
31.3,65.0,4.8,10.2,0.0,2170-09-18,Zone 1,0.83,220.34,444.12,['seisme']
31.3,65.0,4.8,10.2,0.0,2170-09-18,Zone 2,0.86,210.87,887.73,"['innondation', 'seisme']"
31.3,65.0,4.8,10.2,0.0,2170-09-18,Zone 3,1.0,207.13,57.26,['seisme']
31.3,65.0,4.8,10.2,0.0,2170-09-18,Zone 4,0.69,124.28,748.6,['innondation']
31.3,65.0,4.8,10.2,0.0,2170-09-18,Zone 5,0.54,130.76,81.13,['innondation']
28.8,30.7,1.9,4.4,0.0,2171-09-18,Zone 1,0.67,227.49,623.3,['seisme']
28.8,30.7,1.9,4.4,0.0,2171-09-18,Zone 2,0.85,184.18,362.1,['innondation']
28.8,30.7,1.9,4.4,0.0,2171-09-18,Zone 3,0.66,218.9,245.11,['seisme']
28.8,30.7,1.9,4.4,0.0,2171-09-18,Zone 4,0.55,166.31,174.87,aucun
28.8,30.7,1.9,4.4,0.0,2171-09-18,Zone 5,0.69,156.29,543.71,aucun
11.0,59.2,4.9,10.2,0.0,2170-01-19,Zone 1,0.76,262.78,774.11,aucun
11.0,59.2,4.9,10.2,0.0,2170-01-19,Zone 2,0.66,184.78,628.99,['innondation']
11.0,59.2,4.9,10.2,0.0,2170-01-19,Zone 3,0.78,194.72,31.0,aucun
11.0,59.2,4.9,10.2,0.0,2170-01-19,Zone 4,0.53,189.79,949.09,['innondation']
11.0,59.2,4.9,10.2,0.0,2170-01-19,Zone 5,0.35,117.05,244.93,['innondation']
11.0,65.9,5.0,8.0,0.0,2171-01-19,Zone 1,0.56,153.07,635.17,aucun
11.0,65.9,5.0,8.0,0.0,2171-01-19,Zone 2,0.92,280.57,208.74,"['innondation', 'seisme']"
11.0,65.9,5.0,8.0,0.0,2171-01-19,Zone 3,0.86,245.28,757.89,aucun
11.0,65.9,5.0,8.0,0.0,2171-01-19,Zone 4,0.33,129.24,240.24,['innondation']
11.0,65.9,5.0,8.0,0.0,2171-01-19,Zone 5,0.56,165.97,261.23,['innondation']
22.5,69.2,5.3,15.5,0.0,2170-10-19,Zone 1,0.86,258.3,755.34,['seisme']
22.5,69.2,5.3,15.5,0.0,2170-10-19,Zone 2,0.81,242.41,905.25,['innondation']
22.5,69.2,5.3,15.5,0.0,2170-10-19,Zone 3,0.59,212.8,313.19,aucun
22.5,69.2,5.3,15.5,0.0,2170-10-19,Zone 4,0.38,154.55,113.56,['innondation']
22.5,69.2,5.3,15.5,0.0,2170-10-19,Zone 5,0.54,118.51,594.78,['innondation']
12.7,70.9,2.8,1.8,0.0,2170-11-19,Zone 1,0.81,265.23,518.66,['seisme']
12.7,70.9,2.8,1.8,0.0,2170-11-19,Zone 2,0.52,240.64,809.22,['innondation']
12.7,70.9,2.8,1.8,0.0,2170-11-19,Zone 3,0.64,182.95,301.99,aucun
12.7,70.9,2.8,1.8,0.0,2170-11-19,Zone 4,0.56,192.78,754.12,['innondation']
12.7,70.9,2.8,1.8,0.0,2170-11-19,Zone 5,0.36,179.79,50.03,['innondation']
15.3,70.3,8.3,15.1,0.0,2171-11-19,Zone 1,0.65,268.99,654.4,aucun
15.3,70.3,8.3,15.1,0.0,2171-11-19,Zone 2,0.7,176.87,240.42,['innondation']
15.3,70.3,8.3,15.1,0.0,2171-11-19,Zone 3,0.72,258.79,623.55,aucun
15.3,70.3,8.3,15.1,0.0,2171-11-19,Zone 4,0.34,122.55,855.17,aucun
15.3,70.3,8.3,15.1,0.0,2171-11-19,Zone 5,0.55,174.74,154.15,aucun
14.2,70.0,3.0,4.2,0.0,2170-12-19,Zone 1,0.52,257.96,189.19,aucun
